chr3	1	5950445	1	sub1
chr3	5950446	11900889	1	sub2
chr3	11900890	17851334	2	sub1
chr3	17851335	23801778	2	sub2
chr4	12516524	18774785	2	sub1
chr4	18774786	25033046	2	sub2
chr4	25033047	31291308	3	sub1
chr4	31291309	37549569	3	sub2
chr1	46267873	53979184	4	sub1
chr1	53979185	61690496	4	sub2
chr4	37549570	43807831	4	sub1
chr4	43807832	50066092	4	sub2
chr4	50066093	56324354	5	sub1
chr4	56324355	62582615	5	sub2
chr4	62582616	68840877	6	sub1
chr4	68840878	75099138	6	sub2
chr5	56588366	62247202	6	sub1
chr5	62247203	67906038	6	sub2
chr4	75099139	81357400	7	sub1
chr4	81357401	87615661	7	sub2
chr4	87615662	93873923	8	sub1
chr4	93873924	100132184	8	sub2
chr4	100132185	106390446	9	sub1
chr4	106390447	112648707	9	sub2
chr4	125165231	131423492	11	sub1
chr4	131423493	137681753	11	sub2
chr4	137681754	143940015	12	sub1
chr4	143940016	150198276	12	sub2
chr4	150198277	156456538	13	sub1
chr4	156456539	162714799	13	sub2
chr4	162714800	168973061	14	sub1
chr4	168973062	175231322	14	sub2
chr5	147129750	152788586	14	sub1
chr5	152788587	158447422	14	sub2
chr4	175231323	181489584	15	sub1
chr4	181489585	187747845	15	sub2
chr7	130066245	134711467	15	sub1
chr7	134711468	139356690	15	sub2
chr3	178513336	184463780	16	sub1
chr3	184463781	190414224	16	sub2
chr7	139356691	144001913	16	sub1
chr7	144001914	148647136	16	sub2
chr3	190414225	196364669	17	sub1
chr3	196364670	202315113	17	sub2
chr4	200264369	206522630	17	sub1
chr4	206522631	212780891	17	sub2
chr3	202315114	208265558	18	sub1
chr3	208265559	214216002	18	sub2
chr4	212780892	219039153	18	sub1
chr4	219039154	225297414	18	sub2
chr3	214216003	220166447	19	sub1
chr3	220166448	226116891	19	sub2
chr4	225297415	231555676	19	sub1
chr4	231555677	237813937	19	sub2
chr8	164170099	168730379	19	sub1
chr8	168730380	173290659	19	sub2
chr3	226116892	232067329	20	sub1
chr3	232067330	238017767	20	sub2
chr8	173290660	177850931	20	sub1
chr8	177850932	182411202	20	sub2
